Number,Serie,Test,H1/3 deep,Hmo deep,T1/3 deep,Tp deep,"Tm0,2 deep","Tm-1,0 deep",Lp deep,shallow 1 deep 3,beta,H1/3 toe,Hmo toe,T1/3 toe,Tp toe,"Tm0,2 toe","Tm-1,0 toe",Lp toe,shallow 1 deep 3,H1/3 trans,Hmo trans,Hmo trans at Lp toe,Kt,kr,hdeep,h,ht,hb,hc,Rc,Ac,m,toe1 or berm2,Wb,Wh,Wt,Dn50 A,tA,Dn50 F,tF,Dn50 C,tC,p,P,Gc,B,cot_ d f,cot_ incl f,cot_ excl f,cot_ u f,cot_ u b,_f,"s-1,0",Hm0/Dn50,Rc/Hmo,B/Hmo,
3094,Aquareef (2002),Case 1;528,0.027,0.027,1.580,1.659,1.317,1.508,2.586,1,0.000,0.000,0.030,0.000,1.678,1.184,1.517,2.237,1,0.000,0.023,0.023,0.760,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,1,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.310,0.310,1.600,3.750,1.600,1.600,0.400,0.500,0.008,0.746,-1.875,10.333,
3095,Aquareef (2002),Case 1;529,0.037,0.037,1.570,1.649,1.308,1.499,2.558,1,0.000,0.000,0.042,0.000,1.651,1.000,1.434,2.197,1,0.000,0.031,0.031,0.726,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,1,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.310,0.310,1.600,3.750,1.600,1.600,0.400,0.500,0.013,1.044,-1.339,7.381,
3096,Aquareef (2002),Case 1;530,0.050,0.050,1.590,1.670,1.325,1.518,2.613,1,0.000,0.000,0.061,0.000,1.633,0.846,1.334,2.171,1,0.000,0.039,0.039,0.646,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,1,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.310,0.310,1.600,3.750,1.600,1.600,0.400,0.500,0.022,1.516,-0.922,5.082,
3097,Aquareef (2002),Case 1;531,0.061,0.061,1.600,1.680,1.333,1.527,2.641,1,0.000,0.000,0.079,0.000,1.633,0.770,1.255,2.171,1,0.000,0.046,0.046,0.586,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.310,0.310,2.000,3.406,1.719,1.600,0.400,0.500,0.032,1.964,-0.712,3.924,
3098,Aquareef (2002),Case 1;532,0.073,0.073,1.590,1.670,1.325,1.518,2.613,1,0.000,0.000,0.096,0.000,1.633,0.730,1.197,2.171,1,0.000,0.055,0.055,0.568,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.310,0.310,2.000,2.997,1.801,1.600,0.400,0.500,0.043,2.386,-0.586,3.229,
3099,Aquareef (2002),Case 1;533,0.085,0.085,1.610,1.691,1.342,1.537,2.669,1,0.000,0.000,0.109,0.000,1.642,0.718,1.176,2.184,1,0.000,0.059,0.059,0.539,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.310,0.310,2.000,2.816,1.837,1.600,0.400,0.500,0.050,2.710,-0.516,2.844,
3100,Aquareef (2002),Case 1;534,0.097,0.097,1.620,1.701,1.350,1.546,2.697,1,0.000,0.000,0.114,0.000,1.669,0.731,1.197,2.224,1,0.000,0.065,0.065,0.566,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.310,0.310,2.000,2.763,1.847,1.600,0.400,0.500,0.051,2.834,-0.493,2.719,
3101,Aquareef (2002),Case 1;535,0.116,0.116,1.620,1.701,1.350,1.546,2.697,1,0.000,0.000,0.118,0.000,1.669,0.729,1.194,2.224,1,0.000,0.068,0.068,0.573,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.310,0.310,2.000,2.725,1.855,1.600,0.400,0.500,0.053,2.933,-0.477,2.627,
3102,Aquareef (2002),Case 1;536,0.131,0.131,1.630,1.712,1.358,1.556,2.725,1,0.000,0.000,0.120,0.000,1.678,0.735,1.200,2.237,1,0.000,0.071,0.071,0.588,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.310,0.310,2.000,2.707,1.859,1.600,0.400,0.500,0.053,2.983,-0.469,2.583,
3103,Aquareef (2002),Case 1;537,0.028,0.028,2.250,2.363,1.875,2.148,4.414,1,0.000,0.000,0.037,0.000,2.297,1.290,1.953,3.134,1,0.000,0.027,0.027,0.716,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,1,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.310,0.310,1.600,3.750,1.600,1.600,0.400,0.500,0.006,0.920,-1.520,8.378,
3104,Aquareef (2002),Case 1;538,0.039,0.039,2.230,2.342,1.858,2.129,4.361,1,0.000,0.000,0.055,0.000,2.280,1.103,1.776,3.109,1,0.000,0.035,0.035,0.642,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,1,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.310,0.310,1.600,3.750,1.600,1.600,0.400,0.500,0.011,1.367,-1.023,5.636,
3105,Aquareef (2002),Case 1;539,0.046,0.046,2.220,2.331,1.850,2.119,4.334,1,0.000,0.000,0.067,0.000,2.280,1.046,1.701,3.109,1,0.000,0.042,0.042,0.622,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.310,0.310,2.000,3.977,1.605,1.600,0.400,0.500,0.015,1.665,-0.840,4.627,
3106,Aquareef (2002),Case 1;540,0.058,0.058,2.270,2.384,1.892,2.167,4.466,1,0.000,0.000,0.088,0.000,2.328,1.011,1.647,3.178,1,0.000,0.049,0.049,0.556,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.310,0.310,2.000,3.155,1.769,1.600,0.400,0.500,0.021,2.187,-0.639,3.523,
3107,Aquareef (2002),Case 1;541,0.064,0.064,2.250,2.363,1.875,2.148,4.414,1,0.000,0.000,0.097,0.000,2.297,0.987,1.606,3.134,1,0.000,0.051,0.051,0.524,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.310,0.310,2.000,2.980,1.804,1.600,0.400,0.500,0.024,2.411,-0.580,3.196,
3108,Aquareef (2002),Case 1;542,0.076,0.076,2.240,2.352,1.867,2.138,4.387,1,0.000,0.000,0.110,0.000,2.280,0.970,1.578,3.109,1,0.000,0.061,0.061,0.550,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.310,0.310,2.000,2.805,1.839,1.600,0.400,0.500,0.028,2.734,-0.511,2.818,
3109,Aquareef (2002),Case 1;543,0.085,0.085,2.240,2.352,1.867,2.138,4.387,1,0.000,0.000,0.118,0.000,2.280,0.968,1.576,3.109,1,0.000,0.084,0.084,0.710,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.310,0.310,2.000,2.725,1.855,1.600,0.400,0.500,0.030,2.933,-0.477,2.627,
3110,Aquareef (2002),Case 1;544,0.095,0.095,2.240,2.352,1.867,2.138,4.387,1,0.000,0.000,0.123,0.000,2.280,0.972,1.579,3.109,1,0.000,0.088,0.088,0.715,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.310,0.310,2.000,2.682,1.864,1.600,0.400,0.500,0.032,3.058,-0.457,2.520,
3111,Aquareef (2002),Case 1;545,0.109,0.109,2.220,2.331,1.850,2.119,4.334,1,0.000,0.000,0.127,0.000,2.280,0.981,1.590,3.109,1,0.000,0.077,0.077,0.609,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.310,0.310,2.000,2.652,1.870,1.600,0.400,0.500,0.032,3.157,-0.443,2.441,
3112,Aquareef (2002),Case 1;546,0.134,0.134,2.200,2.310,1.833,2.100,4.281,1,0.000,0.000,0.129,0.000,2.264,0.975,1.582,3.086,1,0.000,0.083,0.083,0.642,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.310,0.310,2.000,2.638,1.872,1.600,0.400,0.500,0.033,3.207,-0.436,2.403,
3113,Aquareef (2002),Case 1;547,0.032,0.032,1.050,1.103,0.875,1.002,1.194,3,0.000,0.000,0.031,0.000,1.117,0.780,0.995,1.395,1,0.000,0.022,0.022,0.694,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,1,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.358,0.358,1.600,3.750,1.600,1.600,0.400,0.500,0.020,0.771,-1.815,11.532,
3114,Aquareef (2002),Case 1;548,0.052,0.052,1.060,1.113,0.883,1.012,1.216,3,0.000,0.000,0.050,0.000,1.126,0.790,1.006,1.409,1,0.000,0.034,0.034,0.676,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,1,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.358,0.358,1.600,3.750,1.600,1.600,0.400,0.500,0.032,1.243,-1.125,7.150,
3115,Aquareef (2002),Case 1;549,0.072,0.072,1.090,1.145,0.908,1.040,1.286,3,0.000,0.000,0.071,0.000,1.159,0.733,1.006,1.460,1,0.000,0.042,0.042,0.593,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.358,0.358,2.000,3.741,1.652,1.600,0.400,0.500,0.045,1.765,-0.792,5.035,
3116,Aquareef (2002),Case 1;550,0.087,0.087,1.120,1.176,0.933,1.069,1.357,3,0.000,0.000,0.089,0.000,1.178,0.652,0.978,1.489,1,0.000,0.046,0.046,0.512,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.358,0.358,2.000,3.133,1.773,1.600,0.400,0.500,0.060,2.212,-0.632,4.017,
3117,Aquareef (2002),Case 1;551,0.099,0.099,1.100,1.155,0.917,1.050,1.309,3,0.000,0.000,0.098,0.000,1.132,0.626,0.951,1.418,1,0.000,0.049,0.049,0.502,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.358,0.358,2.000,2.964,1.807,1.600,0.400,0.500,0.069,2.436,-0.574,3.648,
3118,Aquareef (2002),Case 1;552,0.122,0.122,1.110,1.166,0.925,1.060,1.333,3,0.000,0.000,0.109,0.000,1.140,0.597,0.934,1.430,1,0.000,0.053,0.053,0.488,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.358,0.358,2.000,2.816,1.837,1.600,0.400,0.500,0.080,2.710,-0.516,3.280,
3119,Aquareef (2002),Case 1;553,0.132,0.132,1.140,1.197,0.950,1.088,1.405,3,0.000,0.000,0.111,0.000,1.173,0.596,0.948,1.481,1,0.000,0.054,0.054,0.488,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.358,0.358,2.000,2.794,1.841,1.600,0.400,0.500,0.079,2.759,-0.507,3.221,
3120,Aquareef (2002),Case 1;554,0.027,0.027,1.580,1.659,1.317,1.508,2.586,1,0.000,0.000,0.030,0.000,1.678,1.184,1.517,2.237,1,0.000,0.022,0.022,0.740,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,1,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.358,0.358,1.600,3.750,1.600,1.600,0.400,0.500,0.008,0.746,-1.875,11.917,
3121,Aquareef (2002),Case 1;555,0.037,0.037,1.570,1.649,1.308,1.499,2.558,1,0.000,0.000,0.042,0.000,1.651,1.000,1.434,2.197,1,0.000,0.030,0.030,0.707,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,1,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.358,0.358,1.600,3.750,1.600,1.600,0.400,0.500,0.013,1.044,-1.339,8.512,
3122,Aquareef (2002),Case 1;556,0.050,0.050,1.590,1.670,1.325,1.518,2.613,1,0.000,0.000,0.061,0.000,1.633,0.846,1.334,2.171,1,0.000,0.037,0.037,0.605,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,1,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.358,0.358,1.600,3.750,1.600,1.600,0.400,0.500,0.022,1.516,-0.922,5.861,
3123,Aquareef (2002),Case 1;557,0.061,0.061,1.600,1.680,1.333,1.527,2.641,1,0.000,0.000,0.079,0.000,1.633,0.770,1.255,2.171,1,0.000,0.045,0.045,0.566,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.358,0.358,2.000,3.406,1.719,1.600,0.400,0.500,0.032,1.964,-0.712,4.525,
3124,Aquareef (2002),Case 1;558,0.073,0.073,1.590,1.670,1.325,1.518,2.613,1,0.000,0.000,0.096,0.000,1.633,0.730,1.197,2.171,1,0.000,0.052,0.052,0.542,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.358,0.358,2.000,2.997,1.801,1.600,0.400,0.500,0.043,2.386,-0.586,3.724,
3125,Aquareef (2002),Case 1;559,0.085,0.085,1.610,1.691,1.342,1.537,2.669,1,0.000,0.000,0.109,0.000,1.642,0.718,1.176,2.184,1,0.000,0.056,0.056,0.515,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.358,0.358,2.000,2.816,1.837,1.600,0.400,0.500,0.050,2.710,-0.516,3.280,
3126,Aquareef (2002),Case 1;560,0.097,0.097,1.620,1.701,1.350,1.546,2.697,1,0.000,0.000,0.114,0.000,1.669,0.731,1.197,2.224,1,0.000,0.060,0.060,0.525,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.358,0.358,2.000,2.763,1.847,1.600,0.400,0.500,0.051,2.834,-0.493,3.136,
3127,Aquareef (2002),Case 1;561,0.116,0.116,1.620,1.701,1.350,1.546,2.697,1,0.000,0.000,0.118,0.000,1.669,0.729,1.194,2.224,1,0.000,0.063,0.063,0.536,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.358,0.358,2.000,2.725,1.855,1.600,0.400,0.500,0.053,2.933,-0.477,3.030,
3128,Aquareef (2002),Case 1;562,0.131,0.131,1.630,1.712,1.358,1.556,2.725,1,0.000,0.000,0.120,0.000,1.678,0.735,1.200,2.237,1,0.000,0.069,0.069,0.578,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.358,0.358,2.000,2.707,1.859,1.600,0.400,0.500,0.053,2.983,-0.469,2.979,
3129,Aquareef (2002),Case 1;563,0.028,0.028,2.250,2.363,1.875,2.148,4.414,1,0.000,0.000,0.037,0.000,2.297,1.290,1.953,3.134,1,0.000,0.026,0.026,0.692,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,1,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.358,0.358,1.600,3.750,1.600,1.600,0.400,0.500,0.006,0.920,-1.520,9.662,
3130,Aquareef (2002),Case 1;564,0.039,0.039,2.230,2.342,1.858,2.129,4.361,1,0.000,0.000,0.055,0.000,2.280,1.103,1.776,3.109,1,0.000,0.033,0.033,0.607,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,1,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.358,0.358,1.600,3.750,1.600,1.600,0.400,0.500,0.011,1.367,-1.023,6.500,
3131,Aquareef (2002),Case 1;565,0.046,0.046,2.220,2.331,1.850,2.119,4.334,1,0.000,0.000,0.067,0.000,2.280,1.046,1.701,3.109,1,0.000,0.041,0.041,0.606,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.358,0.358,2.000,3.977,1.605,1.600,0.400,0.500,0.015,1.665,-0.840,5.336,
3132,Aquareef (2002),Case 1;566,0.058,0.058,2.270,2.384,1.892,2.167,4.466,1,0.000,0.000,0.088,0.000,2.328,1.011,1.647,3.178,1,0.000,0.046,0.046,0.524,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.358,0.358,2.000,3.155,1.769,1.600,0.400,0.500,0.021,2.187,-0.639,4.063,
3133,Aquareef (2002),Case 1;567,0.064,0.064,2.250,2.363,1.875,2.148,4.414,1,0.000,0.000,0.097,0.000,2.297,0.987,1.606,3.134,1,0.000,0.051,0.051,0.522,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.358,0.358,2.000,2.980,1.804,1.600,0.400,0.500,0.024,2.411,-0.580,3.686,
3134,Aquareef (2002),Case 1;568,0.076,0.076,2.240,2.352,1.867,2.138,4.387,1,0.000,0.000,0.110,0.000,2.280,0.970,1.578,3.109,1,0.000,0.059,0.059,0.532,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.358,0.358,2.000,2.805,1.839,1.600,0.400,0.500,0.028,2.734,-0.511,3.250,
3135,Aquareef (2002),Case 1;569,0.085,0.085,2.240,2.352,1.867,2.138,4.387,1,0.000,0.000,0.118,0.000,2.280,0.968,1.576,3.109,1,0.000,0.064,0.064,0.538,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.358,0.358,2.000,2.725,1.855,1.600,0.400,0.500,0.030,2.933,-0.477,3.030,
3136,Aquareef (2002),Case 1;570,0.095,0.095,2.240,2.352,1.867,2.138,4.387,1,0.000,0.000,0.123,0.000,2.280,0.972,1.579,3.109,1,0.000,0.071,0.071,0.576,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.358,0.358,2.000,2.682,1.864,1.600,0.400,0.500,0.032,3.058,-0.457,2.907,
3137,Aquareef (2002),Case 1;571,0.109,0.109,2.220,2.331,1.850,2.119,4.334,1,0.000,0.000,0.127,0.000,2.280,0.981,1.590,3.109,1,0.000,0.074,0.074,0.581,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.358,0.358,2.000,2.652,1.870,1.600,0.400,0.500,0.032,3.157,-0.443,2.815,
3138,Aquareef (2002),Case 1;572,0.134,0.134,2.200,2.310,1.833,2.100,4.281,1,0.000,0.000,0.129,0.000,2.264,0.975,1.582,3.086,1,0.000,0.083,0.083,0.640,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.358,0.358,2.000,2.638,1.872,1.600,0.400,0.500,0.033,3.207,-0.436,2.771,
3139,Aquareef (2002),Case 1;573,0.031,0.031,1.050,1.103,0.875,1.002,1.194,3,0.000,0.000,0.030,0.000,1.117,0.780,0.995,1.395,1,0.000,0.021,0.021,0.687,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,1,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.405,0.405,1.600,3.750,1.600,1.600,0.400,0.500,0.019,0.746,-1.875,13.500,
3140,Aquareef (2002),Case 1;574,0.051,0.051,1.060,1.113,0.883,1.012,1.216,3,0.000,0.000,0.049,0.000,1.126,0.790,1.006,1.409,1,0.000,0.031,0.031,0.641,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,1,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.405,0.405,1.600,3.750,1.600,1.600,0.400,0.500,0.031,1.218,-1.148,8.265,
3141,Aquareef (2002),Case 1;575,0.071,0.071,1.090,1.145,0.908,1.040,1.286,3,0.000,0.000,0.070,0.000,1.159,0.737,1.008,1.460,1,0.000,0.039,0.039,0.563,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.405,0.405,2.000,3.795,1.641,1.600,0.400,0.500,0.044,1.740,-0.804,5.786,
3142,Aquareef (2002),Case 1;576,0.087,0.087,1.120,1.176,0.933,1.069,1.357,3,0.000,0.000,0.089,0.000,1.178,0.652,0.978,1.489,1,0.000,0.043,0.043,0.487,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.405,0.405,2.000,3.133,1.773,1.600,0.400,0.500,0.060,2.212,-0.632,4.551,
3143,Aquareef (2002),Case 1;577,0.101,0.101,1.100,1.155,0.917,1.050,1.309,3,0.000,0.000,0.098,0.000,1.132,0.628,0.954,1.418,1,0.000,0.046,0.046,0.465,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.405,0.405,2.000,2.964,1.807,1.600,0.400,0.500,0.069,2.436,-0.574,4.133,
3144,Aquareef (2002),Case 1;578,0.122,0.122,1.110,1.166,0.925,1.060,1.333,3,0.000,0.000,0.109,0.000,1.140,0.597,0.934,1.430,1,0.000,0.050,0.050,0.460,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.405,0.405,2.000,2.816,1.837,1.600,0.400,0.500,0.080,2.710,-0.516,3.716,
3145,Aquareef (2002),Case 1;579,0.132,0.132,1.150,1.208,0.958,1.098,1.429,3,0.000,0.000,0.112,0.000,1.182,0.596,0.950,1.495,1,0.000,0.052,0.052,0.467,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.405,0.405,2.000,2.783,1.843,1.600,0.400,0.500,0.079,2.784,-0.502,3.616,
3146,Aquareef (2002),Case 1;580,0.026,0.026,1.580,1.659,1.317,1.508,2.586,1,0.000,0.000,0.028,0.000,1.678,1.204,1.524,2.237,1,0.000,0.020,0.020,0.711,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,1,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.405,0.405,1.600,3.750,1.600,1.600,0.400,0.500,0.008,0.696,-2.009,14.464,
3147,Aquareef (2002),Case 1;581,0.036,0.036,1.580,1.659,1.317,1.508,2.586,1,0.000,0.000,0.041,0.000,1.678,1.018,1.446,2.237,1,0.000,0.027,0.027,0.654,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,1,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.405,0.405,1.600,3.750,1.600,1.600,0.400,0.500,0.013,1.019,-1.372,9.878,
3148,Aquareef (2002),Case 1;582,0.049,0.049,1.580,1.659,1.317,1.508,2.586,1,0.000,0.000,0.059,0.000,1.678,0.853,1.329,2.237,1,0.000,0.035,0.035,0.595,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,1,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.405,0.405,1.600,3.750,1.600,1.600,0.400,0.500,0.021,1.467,-0.953,6.864,
3149,Aquareef (2002),Case 1;583,0.062,0.062,1.590,1.670,1.325,1.518,2.613,1,0.000,0.000,0.080,0.000,1.633,0.768,1.249,2.171,1,0.000,0.042,0.042,0.524,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.405,0.405,2.000,3.373,1.725,1.600,0.400,0.500,0.033,1.989,-0.703,5.063,
3150,Aquareef (2002),Case 1;584,0.074,0.074,1.630,1.712,1.358,1.556,2.725,1,0.000,0.000,0.098,0.000,1.678,0.741,1.215,2.237,1,0.000,0.049,0.049,0.496,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.405,0.405,2.000,2.964,1.807,1.600,0.400,0.500,0.043,2.436,-0.574,4.133,
3151,Aquareef (2002),Case 1;585,0.086,0.086,1.610,1.691,1.342,1.537,2.669,1,0.000,0.000,0.109,0.000,1.642,0.717,1.175,2.184,1,0.000,0.053,0.053,0.485,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.405,0.405,2.000,2.816,1.837,1.600,0.400,0.500,0.051,2.710,-0.516,3.716,
