Number,Serie,Test,H1/3 deep,Hmo deep,T1/3 deep,Tp deep,"Tm0,2 deep","Tm-1,0 deep",Lp deep,shallow 1 deep 3,beta,H1/3 toe,Hmo toe,T1/3 toe,Tp toe,"Tm0,2 toe","Tm-1,0 toe",Lp toe,shallow 1 deep 3,H1/3 trans,Hmo trans,Hmo trans at Lp toe,Kt,kr,hdeep,h,ht,hb,hc,Rc,Ac,m,toe1 or berm2,Wb,Wh,Wt,Dn50 A,tA,Dn50 F,tF,Dn50 C,tC,p,P,Gc,B,cot_ d f,cot_ incl f,cot_ excl f,cot_ u f,cot_ u b,_f,"s-1,0",Hm0/Dn50,Rc/Hmo,B/Hmo,
3036,Aquareef (2002),Case 1;470,0.051,0.051,1.070,1.124,0.892,1.021,1.239,3,0.000,0.000,0.049,0.000,1.130,0.799,1.017,1.415,1,0.000,0.036,0.036,0.731,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,1,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.215,0.215,1.600,3.750,1.600,1.600,0.400,0.500,0.030,1.218,-1.148,4.388,
3037,Aquareef (2002),Case 1;471,0.070,0.070,1.080,1.134,0.900,1.031,1.262,3,0.000,0.000,0.068,0.000,1.138,0.743,1.003,1.427,1,0.000,0.046,0.046,0.672,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.215,0.215,2.000,3.913,1.617,1.600,0.400,0.500,0.043,1.690,-0.827,3.162,
3038,Aquareef (2002),Case 1;472,0.087,0.087,1.110,1.166,0.925,1.060,1.333,3,0.000,0.000,0.088,0.000,1.140,0.655,0.975,1.430,1,0.000,0.052,0.052,0.589,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.215,0.215,2.000,3.155,1.769,1.600,0.400,0.500,0.059,2.187,-0.639,2.443,
3039,Aquareef (2002),Case 1;473,0.099,0.099,1.100,1.155,0.917,1.050,1.309,3,0.000,0.000,0.098,0.000,1.132,0.626,0.951,1.418,1,0.000,0.056,0.056,0.571,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.215,0.215,2.000,2.964,1.807,1.600,0.400,0.500,0.069,2.436,-0.574,2.194,
3040,Aquareef (2002),Case 1;474,0.122,0.122,1.120,1.176,0.933,1.069,1.357,3,0.000,0.000,0.109,0.000,1.144,0.595,0.936,1.437,1,0.000,0.060,0.060,0.550,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.215,0.215,2.000,2.816,1.837,1.600,0.400,0.500,0.080,2.710,-0.516,1.972,
3041,Aquareef (2002),Case 1;475,0.133,0.133,1.150,1.208,0.958,1.098,1.429,3,0.000,0.000,0.112,0.000,1.182,0.596,0.950,1.495,1,0.000,0.062,0.062,0.553,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.215,0.215,2.000,2.783,1.843,1.600,0.400,0.500,0.079,2.784,-0.502,1.920,
3042,Aquareef (2002),Case 1;476,0.026,0.026,1.580,1.659,1.317,1.508,2.586,1,0.000,0.000,0.028,0.000,1.678,1.204,1.524,2.237,1,0.000,0.023,0.023,0.807,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,1,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.215,0.215,1.600,3.750,1.600,1.600,0.400,0.500,0.008,0.696,-2.009,7.679,
3043,Aquareef (2002),Case 1;477,0.036,0.036,1.580,1.659,1.317,1.508,2.586,1,0.000,0.000,0.041,0.000,1.678,1.018,1.446,2.237,1,0.000,0.031,0.031,0.751,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,1,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.215,0.215,1.600,3.750,1.600,1.600,0.400,0.500,0.013,1.019,-1.372,5.244,
3044,Aquareef (2002),Case 1;478,0.049,0.049,1.580,1.659,1.317,1.508,2.586,1,0.000,0.000,0.059,0.000,1.678,0.853,1.329,2.237,1,0.000,0.042,0.042,0.708,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,1,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.215,0.215,1.600,3.750,1.600,1.600,0.400,0.500,0.021,1.467,-0.953,3.644,
3045,Aquareef (2002),Case 1;479,0.061,0.061,1.590,1.670,1.325,1.518,2.613,1,0.000,0.000,0.078,0.000,1.633,0.773,1.255,2.171,1,0.000,0.051,0.051,0.655,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.215,0.215,2.000,3.440,1.712,1.600,0.400,0.500,0.032,1.939,-0.721,2.756,
3046,Aquareef (2002),Case 1;480,0.074,0.074,1.610,1.691,1.342,1.537,2.669,1,0.000,0.000,0.098,0.000,1.642,0.730,1.198,2.184,1,0.000,0.058,0.058,0.592,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.215,0.215,2.000,2.964,1.807,1.600,0.400,0.500,0.044,2.436,-0.574,2.194,
3047,Aquareef (2002),Case 1;481,0.085,0.085,1.610,1.691,1.342,1.537,2.669,1,0.000,0.000,0.109,0.000,1.642,0.718,1.176,2.184,1,0.000,0.062,0.062,0.572,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.215,0.215,2.000,2.816,1.837,1.600,0.400,0.500,0.050,2.710,-0.516,1.972,
3048,Aquareef (2002),Case 1;482,0.097,0.097,1.600,1.680,1.333,1.527,2.641,1,0.000,0.000,0.114,0.000,1.633,0.719,1.177,2.171,1,0.000,0.066,0.066,0.580,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.215,0.215,2.000,2.763,1.847,1.600,0.400,0.500,0.053,2.834,-0.493,1.886,
3049,Aquareef (2002),Case 1;483,0.115,0.115,1.620,1.701,1.350,1.546,2.697,1,0.000,0.000,0.118,0.000,1.669,0.729,1.194,2.224,1,0.000,0.070,0.070,0.596,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.215,0.215,2.000,2.725,1.855,1.600,0.400,0.500,0.053,2.933,-0.477,1.822,
3050,Aquareef (2002),Case 1;484,0.130,0.130,1.630,1.712,1.358,1.556,2.725,1,0.000,0.000,0.120,0.000,1.678,0.735,1.200,2.237,1,0.000,0.076,0.076,0.633,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.215,0.215,2.000,2.707,1.859,1.600,0.400,0.500,0.053,2.983,-0.469,1.792,
3051,Aquareef (2002),Case 1;485,0.028,0.028,2.240,2.352,1.867,2.138,4.387,1,0.000,0.000,0.037,0.000,2.280,1.283,1.945,3.109,1,0.000,0.026,0.026,0.689,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,1,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.215,0.215,1.600,3.750,1.600,1.600,0.400,0.500,0.006,0.920,-1.520,5.811,
3052,Aquareef (2002),Case 1;486,0.039,0.039,2.230,2.342,1.858,2.129,4.361,1,0.000,0.000,0.055,0.000,2.280,1.103,1.776,3.109,1,0.000,0.036,0.036,0.653,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,1,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.215,0.215,1.600,3.750,1.600,1.600,0.400,0.500,0.011,1.367,-1.023,3.909,
3053,Aquareef (2002),Case 1;487,0.046,0.046,2.240,2.352,1.867,2.138,4.387,1,0.000,0.000,0.067,0.000,2.280,1.042,1.700,3.109,1,0.000,0.042,0.042,0.633,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.215,0.215,2.000,3.977,1.605,1.600,0.400,0.500,0.015,1.665,-0.840,3.209,
3054,Aquareef (2002),Case 1;488,0.057,0.057,2.230,2.342,1.858,2.129,4.361,1,0.000,0.000,0.086,0.000,2.280,0.992,1.620,3.109,1,0.000,0.051,0.051,0.588,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.215,0.215,2.000,3.203,1.759,1.600,0.400,0.500,0.021,2.138,-0.654,2.500,
3055,Aquareef (2002),Case 1;489,0.064,0.064,2.230,2.342,1.858,2.129,4.361,1,0.000,0.000,0.096,0.000,2.280,0.976,1.593,3.109,1,0.000,0.055,0.055,0.571,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.215,0.215,2.000,2.997,1.801,1.600,0.400,0.500,0.024,2.386,-0.586,2.240,
3056,Aquareef (2002),Case 1;490,0.075,0.075,2.220,2.331,1.850,2.119,4.334,1,0.000,0.000,0.109,0.000,2.280,0.972,1.580,3.109,1,0.000,0.064,0.064,0.583,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.215,0.215,2.000,2.816,1.837,1.600,0.400,0.500,0.028,2.710,-0.516,1.972,
3057,Aquareef (2002),Case 1;491,0.084,0.084,2.220,2.331,1.850,2.119,4.334,1,0.000,0.000,0.117,0.000,2.280,0.971,1.579,3.109,1,0.000,0.070,0.070,0.600,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.215,0.215,2.000,2.734,1.853,1.600,0.400,0.500,0.030,2.908,-0.481,1.838,
3058,Aquareef (2002),Case 1;492,0.095,0.095,2.230,2.342,1.858,2.129,4.361,1,0.000,0.000,0.123,0.000,2.280,0.972,1.579,3.109,1,0.000,0.075,0.075,0.606,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.215,0.215,2.000,2.682,1.864,1.600,0.400,0.500,0.032,3.058,-0.457,1.748,
3059,Aquareef (2002),Case 1;493,0.108,0.108,2.200,2.310,1.833,2.100,4.281,1,0.000,0.000,0.126,0.000,2.264,0.971,1.577,3.086,1,0.000,0.081,0.081,0.642,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.215,0.215,2.000,2.659,1.868,1.600,0.400,0.500,0.032,3.132,-0.446,1.706,
3060,Aquareef (2002),Case 1;494,0.131,0.131,2.190,2.300,1.825,2.090,4.255,1,0.000,0.000,0.129,0.000,2.264,0.977,1.584,3.086,1,0.000,0.084,0.084,0.651,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.215,0.215,2.000,2.638,1.872,1.600,0.400,0.500,0.033,3.207,-0.436,1.667,
3061,Aquareef (2002),Case 1;495,0.031,0.031,1.070,1.124,0.892,1.021,1.239,3,0.000,0.000,0.030,0.000,1.130,0.797,1.016,1.415,1,0.000,0.023,0.023,0.753,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,1,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.263,0.263,1.600,3.750,1.600,1.600,0.400,0.500,0.019,0.746,-1.875,8.750,
3062,Aquareef (2002),Case 1;496,0.051,0.051,1.070,1.124,0.892,1.021,1.239,3,0.000,0.000,0.049,0.000,1.130,0.799,1.017,1.415,1,0.000,0.035,0.035,0.722,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,1,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.263,0.263,1.600,3.750,1.600,1.600,0.400,0.500,0.030,1.218,-1.148,5.357,
3063,Aquareef (2002),Case 1;497,0.070,0.070,1.080,1.134,0.900,1.031,1.262,3,0.000,0.000,0.068,0.000,1.138,0.743,1.003,1.427,1,0.000,0.044,0.044,0.647,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.263,0.263,2.000,3.913,1.617,1.600,0.400,0.500,0.043,1.690,-0.827,3.860,
3064,Aquareef (2002),Case 1;498,0.087,0.087,1.110,1.166,0.925,1.060,1.333,3,0.000,0.000,0.088,0.000,1.140,0.655,0.975,1.430,1,0.000,0.049,0.049,0.552,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.263,0.263,2.000,3.155,1.769,1.600,0.400,0.500,0.059,2.187,-0.639,2.983,
3065,Aquareef (2002),Case 1;499,0.099,0.099,1.100,1.155,0.917,1.050,1.309,3,0.000,0.000,0.098,0.000,1.132,0.626,0.951,1.418,1,0.000,0.053,0.053,0.537,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.263,0.263,2.000,2.964,1.807,1.600,0.400,0.500,0.069,2.436,-0.574,2.679,
3066,Aquareef (2002),Case 1;500,0.122,0.122,1.120,1.176,0.933,1.069,1.357,3,0.000,0.000,0.109,0.000,1.144,0.595,0.936,1.437,1,0.000,0.056,0.056,0.517,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.263,0.263,2.000,2.816,1.837,1.600,0.400,0.500,0.080,2.710,-0.516,2.408,
3067,Aquareef (2002),Case 1;501,0.133,0.133,1.150,1.208,0.958,1.098,1.429,3,0.000,0.000,0.112,0.000,1.182,0.596,0.950,1.495,1,0.000,0.058,0.058,0.521,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.263,0.263,2.000,2.783,1.843,1.600,0.400,0.500,0.079,2.784,-0.502,2.344,
3068,Aquareef (2002),Case 1;502,0.026,0.026,1.580,1.659,1.317,1.508,2.586,1,0.000,0.000,0.028,0.000,1.678,1.204,1.524,2.237,1,0.000,0.022,0.022,0.789,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,1,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.263,0.263,1.600,3.750,1.600,1.600,0.400,0.500,0.008,0.696,-2.009,9.375,
3069,Aquareef (2002),Case 1;503,0.036,0.036,1.580,1.659,1.317,1.508,2.586,1,0.000,0.000,0.041,0.000,1.678,1.018,1.446,2.237,1,0.000,0.030,0.030,0.734,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,1,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.263,0.263,1.600,3.750,1.600,1.600,0.400,0.500,0.013,1.019,-1.372,6.402,
3070,Aquareef (2002),Case 1;504,0.049,0.049,1.580,1.659,1.317,1.508,2.586,1,0.000,0.000,0.059,0.000,1.678,0.853,1.329,2.237,1,0.000,0.040,0.040,0.673,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,1,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.263,0.263,1.600,3.750,1.600,1.600,0.400,0.500,0.021,1.467,-0.953,4.449,
3071,Aquareef (2002),Case 1;505,0.061,0.061,1.590,1.670,1.325,1.518,2.613,1,0.000,0.000,0.078,0.000,1.633,0.773,1.255,2.171,1,0.000,0.048,0.048,0.619,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.263,0.263,2.000,3.440,1.712,1.600,0.400,0.500,0.032,1.939,-0.721,3.365,
3072,Aquareef (2002),Case 1;506,0.074,0.074,1.610,1.691,1.342,1.537,2.669,1,0.000,0.000,0.098,0.000,1.642,0.730,1.198,2.184,1,0.000,0.054,0.054,0.552,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.263,0.263,2.000,2.964,1.807,1.600,0.400,0.500,0.044,2.436,-0.574,2.679,
3073,Aquareef (2002),Case 1;507,0.085,0.085,1.610,1.691,1.342,1.537,2.669,1,0.000,0.000,0.109,0.000,1.642,0.718,1.176,2.184,1,0.000,0.059,0.059,0.543,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.263,0.263,2.000,2.816,1.837,1.600,0.400,0.500,0.050,2.710,-0.516,2.408,
3074,Aquareef (2002),Case 1;508,0.097,0.097,1.600,1.680,1.333,1.527,2.641,1,0.000,0.000,0.114,0.000,1.633,0.719,1.177,2.171,1,0.000,0.064,0.064,0.560,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.263,0.263,2.000,2.763,1.847,1.600,0.400,0.500,0.053,2.834,-0.493,2.303,
3075,Aquareef (2002),Case 1;509,0.115,0.115,1.620,1.701,1.350,1.546,2.697,1,0.000,0.000,0.118,0.000,1.669,0.729,1.194,2.224,1,0.000,0.068,0.068,0.572,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.263,0.263,2.000,2.725,1.855,1.600,0.400,0.500,0.053,2.933,-0.477,2.225,
3076,Aquareef (2002),Case 1;510,0.130,0.130,1.630,1.712,1.358,1.556,2.725,1,0.000,0.000,0.120,0.000,1.678,0.735,1.200,2.237,1,0.000,0.073,0.073,0.606,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.263,0.263,2.000,2.707,1.859,1.600,0.400,0.500,0.053,2.983,-0.469,2.188,
3077,Aquareef (2002),Case 1;511,0.028,0.028,2.240,2.352,1.867,2.138,4.387,1,0.000,0.000,0.037,0.000,2.280,1.283,1.945,3.109,1,0.000,0.027,0.027,0.716,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,1,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.263,0.263,1.600,3.750,1.600,1.600,0.400,0.500,0.006,0.920,-1.520,7.095,
3078,Aquareef (2002),Case 1;512,0.039,0.039,2.230,2.342,1.858,2.129,4.361,1,0.000,0.000,0.055,0.000,2.280,1.103,1.776,3.109,1,0.000,0.035,0.035,0.631,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,1,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.263,0.263,1.600,3.750,1.600,1.600,0.400,0.500,0.011,1.367,-1.023,4.773,
3079,Aquareef (2002),Case 1;513,0.046,0.046,2.240,2.352,1.867,2.138,4.387,1,0.000,0.000,0.067,0.000,2.280,1.042,1.700,3.109,1,0.000,0.040,0.040,0.599,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.263,0.263,2.000,3.977,1.605,1.600,0.400,0.500,0.015,1.665,-0.840,3.918,
3080,Aquareef (2002),Case 1;514,0.057,0.057,2.230,2.342,1.858,2.129,4.361,1,0.000,0.000,0.086,0.000,2.280,0.992,1.620,3.109,1,0.000,0.048,0.048,0.560,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.263,0.263,2.000,3.203,1.759,1.600,0.400,0.500,0.021,2.138,-0.654,3.052,
3081,Aquareef (2002),Case 1;515,0.064,0.064,2.230,2.342,1.858,2.129,4.361,1,0.000,0.000,0.096,0.000,2.280,0.976,1.593,3.109,1,0.000,0.053,0.053,0.554,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.263,0.263,2.000,2.997,1.801,1.600,0.400,0.500,0.024,2.386,-0.586,2.734,
3082,Aquareef (2002),Case 1;516,0.075,0.075,2.220,2.331,1.850,2.119,4.334,1,0.000,0.000,0.109,0.000,2.280,0.972,1.580,3.109,1,0.000,0.062,0.062,0.570,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.263,0.263,2.000,2.816,1.837,1.600,0.400,0.500,0.028,2.710,-0.516,2.408,
3083,Aquareef (2002),Case 1;517,0.084,0.084,2.220,2.331,1.850,2.119,4.334,1,0.000,0.000,0.117,0.000,2.280,0.971,1.579,3.109,1,0.000,0.066,0.066,0.563,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.263,0.263,2.000,2.734,1.853,1.600,0.400,0.500,0.030,2.908,-0.481,2.244,
3084,Aquareef (2002),Case 1;518,0.095,0.095,2.230,2.342,1.858,2.129,4.361,1,0.000,0.000,0.123,0.000,2.280,0.972,1.579,3.109,1,0.000,0.074,0.074,0.599,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.263,0.263,2.000,2.682,1.864,1.600,0.400,0.500,0.032,3.058,-0.457,2.134,
3085,Aquareef (2002),Case 1;519,0.108,0.108,2.200,2.310,1.833,2.100,4.281,1,0.000,0.000,0.126,0.000,2.264,0.971,1.577,3.086,1,0.000,0.077,0.077,0.611,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.263,0.263,2.000,2.659,1.868,1.600,0.400,0.500,0.032,3.132,-0.446,2.083,
3086,Aquareef (2002),Case 1;520,0.131,0.131,2.190,2.300,1.825,2.090,4.255,1,0.000,0.000,0.129,0.000,2.264,0.977,1.584,3.086,1,0.000,0.084,0.084,0.648,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.263,0.263,2.000,2.638,1.872,1.600,0.400,0.500,0.033,3.207,-0.436,2.035,
3087,Aquareef (2002),Case 1;521,0.032,0.032,1.050,1.103,0.875,1.002,1.194,3,0.000,0.000,0.031,0.000,1.117,0.780,0.995,1.395,1,0.000,0.022,0.022,0.703,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,1,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.310,0.310,1.600,3.750,1.600,1.600,0.400,0.500,0.020,0.771,-1.815,10.000,
3088,Aquareef (2002),Case 1;522,0.052,0.052,1.060,1.113,0.883,1.012,1.216,3,0.000,0.000,0.050,0.000,1.126,0.790,1.006,1.409,1,0.000,0.034,0.034,0.686,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,1,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.310,0.310,1.600,3.750,1.600,1.600,0.400,0.500,0.032,1.243,-1.125,6.200,
3089,Aquareef (2002),Case 1;523,0.072,0.072,1.090,1.145,0.908,1.040,1.286,3,0.000,0.000,0.071,0.000,1.159,0.733,1.006,1.460,1,0.000,0.043,0.043,0.607,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.310,0.310,2.000,3.741,1.652,1.600,0.400,0.500,0.045,1.765,-0.792,4.366,
3090,Aquareef (2002),Case 1;524,0.087,0.087,1.120,1.176,0.933,1.069,1.357,3,0.000,0.000,0.089,0.000,1.178,0.652,0.978,1.489,1,0.000,0.048,0.048,0.540,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.310,0.310,2.000,3.133,1.773,1.600,0.400,0.500,0.060,2.212,-0.632,3.483,
3091,Aquareef (2002),Case 1;525,0.099,0.099,1.100,1.155,0.917,1.050,1.309,3,0.000,0.000,0.098,0.000,1.132,0.626,0.951,1.418,1,0.000,0.051,0.051,0.522,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.310,0.310,2.000,2.964,1.807,1.600,0.400,0.500,0.069,2.436,-0.574,3.163,
3092,Aquareef (2002),Case 1;526,0.122,0.122,1.110,1.166,0.925,1.060,1.333,3,0.000,0.000,0.109,0.000,1.140,0.597,0.934,1.430,1,0.000,0.055,0.055,0.506,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.310,0.310,2.000,2.816,1.837,1.600,0.400,0.500,0.080,2.710,-0.516,2.844,
3093,Aquareef (2002),Case 1;527,0.132,0.132,1.140,1.197,0.950,1.088,1.405,3,0.000,0.000,0.111,0.000,1.173,0.596,0.948,1.481,1,0.000,0.057,0.057,0.512,0.000,0.782,0.200,0.200,0.100,0.144,-0.056,-0.056,30.000,2,0.105,0.105,0.000,0.040,0.050,0.000,0.000,0.000,0.000,0.600,0.600,0.310,0.310,2.000,2.794,1.841,1.600,0.400,0.500,0.079,2.759,-0.507,2.793,
